V,VERR,I,IERR,CONC,CONCERR
-80.1006979166667,0.0606027982946588,-32.7110270833333,4.42489764178882,180,0
-75.1000595959595,0.0604658480380701,-34.9934939393939,4.50294010217796,180,0
-70.1266960784314,0.0673051609306902,-49.9411196078431,11.6008272507596,180,0
-65.107121,0.0596782896707234,-94.146746,20.2238874878368,180,0
-60.1519909090909,0.057360647301334,-155.880141414141,19.0940196655943,180,0
-55.150997029703,0.06351507104092,-216.955811881188,17.9171730767877,180,0
-50.1652928571429,0.0599963030137724,-271.98637755102,15.7426056698336,180,0
-45.1504745098039,0.0663080403246126,-312.736401960784,15.8392198914551,180,0
-40.181589,0.0637373970274202,-353.96115,16.4046832047319,180,0
-35.1830696969697,0.069031931491165,-392.776676767677,11.6494310953355,180,0
-30.1773435643565,0.0583181771373632,-395.737445544555,10.3756438420959,180,0
-25.206601010101,0.064699644042075,-377.477707070707,10.5469818031775,180,0
-20.2160295918367,0.0602706839949022,-325.373387755102,11.3863769879156,180,0
-15.2118215686274,0.064053511067578,-262.75337254902,11.3318681237911,180,0
-10.205392,0.0613471787120936,-179.461657,14.8734720096847,180,0
-5.24285888888889,0.0539989784022788,-81.398698989899,17.216955222625,180,0
-0.262874138613861,0.057450676650365,34.8142188118812,18.1313943558423,180,0
4.73361484848485,0.0617842896635361,167.140757575758,19.1763122602032,180,0
9.7200001980198,0.0534011956145801,310.061613861386,21.7071836642402,180,0
14.705503,0.064113373730227,451.51056,19.5387755493151,180,0
19.7047843137255,0.0617832084920213,586.407303921568,8.18622087723537,180,0
