LOGCONC,CONC,I,IERR,FOPEN,FOPENERR,THETA,THETAERR,LOGQ,LOGQERR,V
--,0,109.649655,88.7076440098669,0.850816764355391,0.896442601250721,5.70316604730471,40.2793489636883,0.756116016224483,3.06726103439553,-0.2407837
--,0,148.10186,85.2757277769028,1.14918323564461,1.01958274109167,-7.70316604730471,45.8123353000927,--,2.58283987411816,-0.25970458
1.30102999566398,20,148.656772277228,87.7050741569091,1.15348902820011,1.03410245451197,-7.51512366536241,43.8943776816197,--,2.5366297166296,-0.256831108910891
1.30102999566398,20,145.20883,65.0024646306668,1.12673502617434,0.912599468394647,-8.89047850611082,56.8181244555914,--,2.77553091278437,-0.25634767
1.77815125038364,60,71.6860891089109,41.0330426467823,0.556241844855196,0.492288590027098,1.25347971278114,2.49992555088413,0.0981173094162913,0.866151929582518,-0.255320287128713
1.77815125038364,60,37.5705242424242,20.7223332771849,0.291525147717749,0.25412019542895,0.411482703696033,0.506279452760196,-0.385648415244521,0.534346573160399,-0.262636111111111
2.25527250510331,180,34.8142188118812,18.1313943558423,0.270137840407116,0.230310191737448,0.370121723474195,0.432346015873737,-0.431655424204807,0.507307399318081,-0.262874138613861
2.25527250510331,180,39.8964455445545,19.2674678208639,0.309572927589228,0.25693785702607,0.448378894686573,0.539004601982277,-0.34835483795235,0.522073467630525,-0.260154732673267
2.73239375982297,540,27.197247,14.6241921142363,0.211034623792609,0.182121931094156,0.267482744055343,0.292581160006698,-0.572704230103584,0.475045161318784,-0.26306147
2.73239375982297,540,25.500489,15.198298218767,0.197868780713084,0.178174994662494,0.246678817574244,0.276921015322908,-0.607868141980011,0.487537884527065,-0.26519777
