LOGCONC,CONC,I,IERR,FOPEN,FOPENERR,THETA,THETAERR,LOGQ,LOGQERR,V
--,0,-6253.2931,74.8631593469851,0.992893751248601,0.0162013798929377,139.721220855535,320.827209662431,2.14526237175881,0.997224945127524,-60.146783
--,0,-6342.8041,64.7954010576182,1.0071062487514,0.0151832577396851,-141.721220855535,300.665884412233,--,0.921368964425584,-60.144948
1.30102999566398,20,-4985.4519,81.0276857956541,0.791586762286973,0.0155740718891344,3.79815970891897,0.358551525144228,0.579573222445213,0.0409979992369655,-60.150141
1.30102999566398,20,-4923.10151515152,65.3471278937369,0.781686809331944,0.0135193206386044,3.58057525951556,0.283657920316909,0.553952806521818,0.0344053847812301,-60.1479878787879
1.77815125038364,60,-161.36169,21.7217709469991,0.025620902639589,0.00346064725065259,0.0262945938690556,0.00364503258973222,-1.58013353265772,0.0602031561301721,-60.141593
1.77815125038364,60,-159.32003,20.6968876913681,0.0252967292122833,0.00329818558646766,0.0259532618494647,0.00347160449957939,-1.58580805152654,0.0580928395922969,-60.15319
2.25527250510331,180,-149.285336633663,20.8766184727553,0.0237034272224675,0.00332517778678935,0.0242789208560182,0.00348860132266704,-1.61477062059068,0.0624031155659511,-60.1700851485148
2.25527250510331,180,-155.880141414141,19.0940196655943,0.0247505459729449,0.00304413021145907,0.0253786822138106,0.00320060289377671,-1.59553093236459,0.0547705418201103,-60.1519909090909
2.73239375982297,540,-69.4444474747475,11.753100588367,0.01102634353675,0.00187014978004264,0.0111492793207275,0.00191208389622277,-1.95275320410879,0.0744808216905835,-60.1532232323232
2.73239375982297,540,-65.753175,12.1607371919253,0.0104402457294471,0.00193434048309108,0.0105503944399426,0.00197537190627743,-1.97673130341005,0.0813138431445846,-60.148005
