V,VERR,I,IERR,CONC,CONCERR
-80.0981499999999,0.0602104936909418,-29.220584375,4.69853071287815,60,0
-75.0892626262626,0.0590599192999628,-34.8393626262626,6.45100710113595,60,0
-70.1200227722772,0.0621867737731256,-50.1545841584158,10.9093817700592,60,0
-65.1217710000001,0.064742419273073,-97.128302,20.5790729591399,60,0
-60.15319,0.0575078073172062,-159.32003,20.6968876913681,60,0
-55.1492606060606,0.0631119220770711,-223.481202020202,20.2626011292939,60,0
-50.1588059405941,0.059979710790514,-279.988227722772,17.5651590714555,60,0
-45.149994949495,0.0595249194306221,-334.89495959596,14.5649148588937,60,0
-40.179752,0.0538977095801837,-380.29475,13.7872605265698,60,0
-35.1718137254902,0.0594839276904358,-419.027303921569,17.4715396045344,60,0
-30.1723171717172,0.0591055263070522,-457.988696969697,20.4630471804182,60,0
-25.200362244898,0.057806744395509,-494.331816326531,20.7689019756037,60,0
-20.1914653465346,0.057899820342041,-496.792910891089,17.8126515529869,60,0
-15.2008373737374,0.0592446129112567,-438.36501010101,17.8727365404484,60,0
-10.2034425742574,0.0646194792470559,-322.664485148515,23.0934889977973,60,0
-5.2291876,0.0655068549104281,-150.201386,31.9908711187051,60,0
-0.255320287128713,0.0626342180941387,71.6860891089109,41.0330426467823,60,0
4.74964454545454,0.0632236235462681,339.355454545455,41.6593167714512,60,0
9.71722888888889,0.0597918206607429,632.250242424243,44.2513729253605,60,0
14.7166519607843,0.0581515004595683,942.02980392157,47.6800684871591,60,0
19.7182881188119,0.0624840546548129,1255.46613861386,9.62960749633613,60,0
