LOGCONC,CONC,I,IERR,FOPEN,FOPENERR,THETA,THETAERR,LOGQ,LOGQERR,V
--,0,1194.4335,58.5593393810991,1.00631916545074,0.0706218104809551,-159.248744679225,1768.55835516632,--,4.82311578731599,9.7106941
--,0,1179.43264705882,60.6400751934175,0.99368083454926,0.0714126001312671,157.248744679228,1788.36183561688,2.19658718714713,4.93915343133024,9.72523470588236
1.30102999566398,20,1186.6097979798,56.8087187428969,0.999727637929364,0.0693595073120697,3670.58318948374,935002.441724863,3.56473507129654,110.627216451751,9.71815343434344
1.30102999566398,20,1109.63816326531,58.6136736388699,0.93487845946169,0.0681343884923243,14.3559020829939,16.0663428648052,1.15703048748786,0.486038704514168,9.7145556122449
1.77815125038364,60,306.80235,21.129453923078,0.258483276641459,0.0220309522364908,0.348587251641088,0.0400674191042882,-0.457688499736546,0.0499188049453219,9.7116092
1.77815125038364,60,632.250242424243,44.2513729253605,0.532675562358551,0.0458843805096785,1.13984101718909,0.210100888278934,0.0568442810097831,0.0800512133240556,9.71722888888889
2.25527250510331,180,310.061613861386,21.7071836642402,0.261229230843994,0.0225061705084737,0.353599846867832,0.0412365380788614,-0.451487931737217,0.0506470834166869,9.7200001980198
2.25527250510331,180,354.497101010101,22.7205861237762,0.298666461417226,0.0243174060102122,0.425855096022869,0.0494388124540346,-0.370738151374034,0.0504185664118107,9.73171696969697
2.73239375982297,540,258.0932,18.1240800963799,0.217445453122766,0.0187717724705681,0.277866193469167,0.0306532158395309,-0.556164288353601,0.0479098314389758,9.7149664
2.73239375982297,540,228.416343434343,17.1829498297508,0.192442479300989,0.0174055511410707,0.238301884842102,0.026689525182116,-0.622872522599884,0.0486404608964427,9.71168090909091
