LOGCONC,CONC,I,IERR,FOPEN,FOPENERR,THETA,THETAERR,LOGQ,LOGQERR,V
--,0,-7118.09178217822,54.1582893353149,1.00710065299369,0.0113594105755857,-141.832117959993,225.298976243317,--,0.689872671777519,-70.1218415841584
--,0,-7017.7183,63.5457150884787,0.992899347006312,0.0122141516100504,139.832117959991,242.251641061319,2.14560693572112,0.752391885925953,-70.11688
1.30102999566398,20,-5877.8105,83.0921602967724,0.831619902337323,0.0136440461844338,4.93894417381407,0.481239942957072,0.693634117244456,0.0423167066365711,-70.10925
1.30102999566398,20,-5817.19118811881,93.2060261649367,0.823043200821276,0.01486166538021,4.65109679108747,0.474605722583718,0.667555377438369,0.0443161378178117,-70.1221425742574
1.77815125038364,60,-50.1545841584158,10.9093817700592,0.00709610328192629,0.00154464048292137,0.00714681783945216,0.00156679790684916,-2.14588728720469,0.0952104419740348,-70.1200227722772
1.77815125038364,60,-52.160395959596,10.5954832105588,0.00737989484244096,0.00150035704987337,0.00743476260867147,0.00152274958014023,-2.12873289390598,0.0889499469968372,-70.1158323232323
2.25527250510331,180,-51.6653524752475,9.98963207702734,0.00730985379329407,0.00141468948916873,0.00736368122643977,0.00143560084387563,-2.13290502035742,0.0846687282540443,-70.1266712871287
2.25527250510331,180,-49.9411196078431,11.6008272507596,0.0070659013268446,0.00164239303161422,0.00711618357782925,0.00166585134315003,-2.14775285684867,0.101665455660135,-70.1266960784314
2.73239375982297,540,-20.3315591836735,2.79444174487087,0.00287660333089882,0.000396095468534379,0.00288490204974443,0.000398384158360365,-2.53986892773447,0.0599729344949182,-70.1259673469388
2.73239375982297,540,-18.3075198019802,3.14329363027745,0.00259023284771793,0.000445250451686806,0.00259695957772034,0.000447566049394464,-2.58553481021268,0.0748473203845091,-70.1218415841584
