V,VERR,I,IERR,CONC,CONCERR
-80.1086391752577,0.0579771846026648,-6661.30164948453,89.1983415971465,20,0
-75.103146,0.0631380605657801,-6246.4112,71.6399826810885,20,0
-70.10925,0.0595164220980548,-5877.8105,83.0921602967724,20,0
-65.122984,0.0607770165564993,-5425.3908,90.5502997199166,20,0
-60.150141,0.0593414730340758,-4985.4519,81.0276857956541,20,0
-55.149527,0.0670113809178264,-4587.3021,65.6599657521017,20,0
-50.152582,0.0608875165650327,-4266.4827,50.6413102289719,20,0
-45.139172,0.0604681801829214,-3977.8625,59.5728909382695,20,0
-40.171003030303,0.0589788619243953,-3656.61929292929,62.507932397701,20,0
-35.1644118811881,0.0590295869452803,-3299.40930693069,60.4195596691026,20,0
-30.1670747474748,0.0601670458196005,-2884.10252525253,66.5171746842018,20,0
-25.204476,0.0623251764961825,-2410.6322,76.0030856686615,20,0
-20.1986323232323,0.0570018355719345,-1910.93060606061,67.1278267703349,20,0
-15.1992643564356,0.0606460377765145,-1418.56598019802,79.2548044728994,20,0
-10.2018111111111,0.0630405126883361,-905.037323232323,71.7569552136379,20,0
-5.23210316831683,0.059733811195005,-381.714511881188,68.4797749692847,20,0
-0.25634767,0.0572561087874579,145.20883,65.0024646306668,20,0
4.74548284313725,0.0587098632091602,661.84855882353,72.0806624876475,20,0
9.7145556122449,0.0591022626580048,1109.63816326531,58.6136736388699,20,0
14.721798989899,0.0602479296672717,1482.99131313131,43.5549711793911,20,0
19.7116912621359,0.0597099918559977,1852.15922330097,66.4945899352835,20,0
