V,VERR,I,IERR,CONC,CONCERR
-80.096368041237,0.0564060511089286,-15.8722875257732,2.54065767820798,540,0
-75.1004306930693,0.0642639710521041,-16.340497029703,2.0620002986361,540,0
-70.1259673469388,0.0632991323661419,-20.3315591836735,2.79444174487087,540,0
-65.1239127450981,0.0601122914444077,-36.1902598039216,8.67749881773631,540,0
-60.1532232323232,0.0594032204006769,-69.4444474747475,11.753100588367,540,0
-55.1597613861386,0.0618824243804156,-113.866856435644,13.9662668427275,540,0
-50.158389,0.0542615884279459,-156.14626,8.34277092772036,540,0
-45.1543111111111,0.058469532564571,-186.601131313131,9.14708790182932,540,0
-40.184332,0.0541088105312033,-213.87028,9.86542798066018,540,0
-35.174561,0.0631377603102374,-235.17761,6.7321417957374,540,0
-30.1664584158416,0.0645139332065489,-246.207346534653,5.7042913834106,540,0
-25.207832,0.0600362555216438,-243.65545,6.77619897048538,540,0
-20.2054101010101,0.0552331650760628,-224.797414141414,5.88194291409168,540,0
-15.2100848484848,0.0577010711235955,-188.210242424242,7.99701190419207,540,0
-10.2061693069307,0.0604838064280184,-134.141373267327,11.0686433059812,540,0
-5.2301032,0.060078745324668,-62.118528,12.5456844624041,540,0
-0.26306147,0.0647059749112023,27.197247,14.6241921142363,540,0
4.73823898989899,0.0601953473904654,134.502343434343,16.9153690328772,540,0
9.7149664,0.0553074003101753,258.0932,18.1240800963799,540,0
14.705503,0.0621965890641555,391.09498,18.6387650932022,540,0
19.7093281553398,0.0617910909104504,522.985368932039,6.91351778017428,540,0
