V,VERR,I,IERR,CONC,CONCERR
-80.0914739583333,0.0572360395756423,-36.1728729166667,5.43669884573971,180,0
-75.08636,0.0694951897446419,-38.021851,4.31801188257976,180,0
-70.1266712871287,0.0648503843103452,-51.6653524752475,9.98963207702734,180,0
-65.1198408163265,0.0612371783161548,-89.0459397959184,16.2086602866023,180,0
-60.1700851485148,0.0591154289439427,-149.285336633663,20.8766184727553,180,0
-55.1630801980198,0.062423580237912,-209.580257425743,19.2310824647352,180,0
-50.15442,0.0548292476631681,-270.79777,16.8662109602909,180,0
-45.1496888888889,0.0624537079187146,-323.406181818182,15.2731417685457,180,0
-40.1762414141414,0.0585843706874046,-364.460050505051,16.1855968659307,180,0
-35.1683475247525,0.0558439030044653,-396.37801980198,10.675963267201,180,0
-30.1743237623763,0.0603430820709299,-409.42501980198,12.5410699008131,180,0
-25.2047464646465,0.0572329164961356,-394.91904040404,8.83361869627311,180,0
-20.195926,0.0589582591706382,-358.99358,9.87963572423583,180,0
-15.1971343434343,0.0634570262012662,-291.37198989899,13.955858467521,180,0
-10.1977049504951,0.0666256311628435,-199.065253465347,16.3385164495856,180,0
-5.23206939393939,0.0618349472440753,-91.6667868686869,17.1982485210573,180,0
-0.260154732673267,0.060973833016716,39.8964455445545,19.2674678208639,180,0
4.7390746,0.0600033128323933,191.68397,26.7066104814726,180,0
9.73171696969697,0.0610187226680611,354.497101010101,22.7205861237762,180,0
14.7071466666667,0.0604084274585933,520.135761904762,22.9456741666539,180,0
19.7131102040816,0.0648054553144461,682.569285714286,6.76146600304851,180,0
