V,VERR,I,IERR,CONC,CONCERR
-80.0834701030928,0.0592835666432436,-34.8781340206185,3.65789735833318,60,0
-75.0880435643564,0.0559376995374698,-36.4730376237624,6.50481955306918,60,0
-70.1158323232323,0.0567458303085876,-52.160395959596,10.5954832105588,60,0
-65.115966,0.0679680707589664,-91.5314,19.2142493556681,60,0
-60.141593,0.0542712193782219,-161.36169,21.7217709469991,60,0
-55.139453,0.0592921604429934,-227.14232,20.3759040589029,60,0
-50.152094949495,0.0563376264534683,-285.391818181818,16.7853530170313,60,0
-45.154124,0.0671306444392812,-334.33228,17.3838552698077,60,0
-40.168157,0.0639988629021732,-372.62266,17.1668340000204,60,0
-35.162051,0.060840980397357,-408.16035,13.0408775827174,60,0
-30.1673878787879,0.0658396341799064,-412.008878787879,9.60881670920354,60,0
-25.1940656862745,0.0625980227442653,-387.148401960784,11.3639357284537,60,0
-20.1964747474747,0.0580366835309317,-337.102101010101,10.7028292063375,60,0
-15.2014585858586,0.0627534972455169,-269.544202020202,14.3519959341051,60,0
-10.1911295238095,0.0618761357540641,-183.053171428571,15.3286671479391,60,0
-5.2200793814433,0.0626458162074053,-81.1421463917526,16.3466334500065,60,0
-0.262636111111111,0.0565249232030346,37.5705242424242,20.7223332771849,60,0
4.7525023,0.0599351893106212,168.78359,21.5038949621206,60,0
9.7116092,0.0644286579670908,306.80235,21.129453923078,60,0
14.7097777777778,0.0592399086664947,446.385858585859,19.4042243760628,60,0
19.7122854368932,0.0641128425783458,579.961398058252,6.75708003137077,60,0
