LOGCONC,CONC,I,IERR,FOPEN,FOPENERR,THETA,THETAERR,LOGQ,LOGQERR,V
--,0,-6622.925,64.0832139408621,0.989456110448708,0.0138137618901984,93.841661147471,124.253968897228,1.97239568688236,0.575041110598442,-65.108643
--,0,-6764.07606060606,70.6436138615566,1.01054388955129,0.0146567218305179,-95.84166114747,131.836343563781,--,0.597399876406072,-65.1208121212121
1.30102999566398,20,-5388.0101,92.4762107409261,0.804961481007916,0.0160157836508489,4.1271923370203,0.421024542384576,0.615654708509154,0.0443033957645584,-65.12024
1.30102999566398,20,-5425.3908,90.5502997199166,0.810546107442286,0.0157971987410422,4.27832913063725,0.440121937700003,0.63127419167106,0.0446769107918558,-65.122984
1.77815125038364,60,-97.128302,20.5790729591399,0.0145108380226875,0.0030779522985853,0.0147245028992227,0.00316926226754525,-1.83195935812108,0.0934763722700446,-65.1217710000001
1.77815125038364,60,-91.5314,19.2142493556681,0.0136746683720448,0.0028738801295866,0.0138642574955207,0.00295412096828668,-1.8581033842349,0.0925371182565021,-65.115966
2.25527250510331,180,-89.0459397959184,16.2086602866023,0.0133033439517614,0.00242525045208865,0.0134827090678931,0.0024910892149925,-1.87022283665609,0.0802410179254136,-65.1198408163265
2.25527250510331,180,-94.146746,20.2238874878368,0.0140653975559987,0.00302473576475073,0.0142660552952827,0.00311165345533,-1.84569609698507,0.0947265307244295,-65.107121
2.73239375982297,540,-36.1902598039216,8.67749881773631,0.00540677626603298,0.00129754813019948,0.00543616841238321,0.00131169385556499,-2.2647070972972,0.104790977799846,-65.1239127450981
2.73239375982297,540,-34.53064,7.71610950349968,0.00515883129368136,0.00115394496358419,0.00518558284071602,0.00116594374787972,-2.28520242340587,0.0976482203577798,-65.123596
