V,VERR,I,IERR,CONC,CONCERR
-80.0922087912088,0.0617565686680512,-13.9508978021978,1.87974793674833,540,0
-75.0961942857142,0.0652243773696987,-13.988679047619,2.1922206303935,540,0
-70.1218415841584,0.0616914347538395,-18.3075198019802,3.14329363027745,540,0
-65.123596,0.0558359775656683,-34.53064,7.71610950349968,540,0
-60.148005,0.0590661533993258,-65.753175,12.1607371919253,540,0
-55.1572787878788,0.0625385623022882,-110.664723232323,13.4360771460766,540,0
-50.161436,0.0580140267944043,-151.89512,11.0777433236909,540,0
-45.1530346534654,0.0610832274664381,-185.643574257426,8.19541496221288,540,0
-40.182196,0.0573789367757969,-208.72496,7.37436083728069,540,0
-35.1716623762376,0.060830943876158,-227.455702970297,6.13773313290749,540,0
-30.1778265306123,0.0605154079716872,-234.157,5.7425113630813,540,0
-25.1979529411765,0.0616276305314499,-228.875833333333,5.36652277072174,540,0
-20.2020222222222,0.0558920162997385,-208.903626262626,5.99892793214431,540,0
-15.20325,0.0590829459313323,-174.3591,6.92688004587839,540,0
-10.2034504950495,0.0601823838949597,-120.910057425743,9.82343956536181,540,0
-5.23885141414141,0.0646289203802497,-55.7485242424243,10.827700051762,540,0
-0.26519777,0.0603747675806466,25.500489,15.198298218767,540,0
4.72961940594059,0.0651257036729207,121.169891089109,16.9514365032229,540,0
9.71168090909091,0.0619278855460986,228.416343434343,17.1829498297508,540,0
14.707031,0.0649792654561373,346.1212,18.0497485040677,540,0
19.706200990099,0.0601146272931605,454.953633663366,6.94812021123506,540,0
