LOGCONC,CONC,I,IERR,FOPEN,FOPENERR,THETA,THETAERR,LOGQ,LOGQERR,V
--,0,-1037.22467,87.3203358550586,0.972417999194969,0.115153025642784,35.2555279099833,151.364426555647,1.54722722210982,1.8645795172153,-10.201419
--,0,-1096.06506930693,90.3425173856265,1.02758200080503,0.120404970440174,-37.2555279099831,158.267915266614,--,1.84495794634018,-10.2076782178218
1.30102999566398,20,-905.037323232323,71.7569552136379,0.84848982916531,0.0975654513916528,5.60021696557311,4.25023048935501,0.748204852921531,0.329603595662644,-10.2018111111111
1.30102999566398,20,-983.19696,76.9711321050871,0.92176598601128,0.10535806055085,11.7821640360187,17.2137915954552,1.07122506486423,0.63450607882259,-10.193191
1.77815125038364,60,-183.053171428571,15.3286671479391,0.171615855132779,0.0202680809581889,0.20716941070895,0.0295358228402838,-0.683674369298575,0.0619166933675751,-10.1911295238095
1.77815125038364,60,-322.664485148515,23.0934889977973,0.302504136407972,0.0332179171445013,0.433700258593804,0.0682793101521174,-0.362810318903051,0.0683728613014226,-10.2034425742574
2.25527250510331,180,-179.461657,14.8734720096847,0.168248741550038,0.0197680173380759,0.202282521175362,0.0285743381598863,-0.694041642118176,0.0613482436088386,-10.205392
2.25527250510331,180,-199.065253465347,16.3385164495856,0.186627488800485,0.021822054971911,0.229448974769577,0.0329850133157504,-0.639313878491921,0.0624330933834929,-10.1977049504951
2.73239375982297,540,-120.910057425743,9.82343956536181,0.113355495222158,0.0131885790856015,0.127847738988198,0.0167764070289814,-0.893306948150997,0.0569888920720148,-10.2034504950495
2.73239375982297,540,-134.141373267327,11.0686433059812,0.125760107308168,0.0147436968720419,0.143850799259395,0.019290574122849,-0.842087720753282,0.0582394393179001,-10.2061693069307
