V,VERR,I,IERR,CONC,CONCERR
-80.0886874999999,0.059968157780904,-7606.73528846153,71.6690599613468,0,0
-75.094508080808,0.0597125906002765,-7357.26121212121,67.9583638613077,0,0
-70.11688,0.0650401398987284,-7017.7183,63.5457150884787,0,0
-65.108643,0.0553321718881956,-6622.925,64.0832139408621,0,0
-60.146783,0.055764960444003,-6253.2931,74.8631593469851,0,0
-55.1535787878788,0.0623863787808309,-5789.76707070707,67.5665842975955,0,0
-50.148921,0.0587213202988774,-5339.9593,71.8285756680995,0,0
-45.143744,0.0626674003162996,-4862.0914,70.2371350927806,0,0
-40.1762465346534,0.0596096635994327,-4362.01336633663,77.7253095021584,0,0
-35.1685808080808,0.0631496789690168,-3840.47121212121,80.9481440603349,0,0
-30.1697881188119,0.058745019230464,-3299.80524752475,77.443478534495,0,0
-25.199893,0.0585986864371353,-2764.4802,81.7356315566043,0,0
-20.1949373737374,0.065408683485306,-2203.20888888889,80.4042683033021,0,0
-15.205081,0.0646148894532846,-1630.3128,75.7201246575958,0,0
-10.201419,0.0585504717221053,-1037.22467,87.3203358550586,0,0
-5.2288823,0.0601471065781762,-442.187505,82.6169919294897,0,0
-0.25970458,0.0618679945102771,148.10186,85.2757277769028,0,0
4.7225946,0.0586021168295602,706.5979,62.5757898578172,0,0
9.7106941,0.0640150873956978,1194.4335,58.5593393810991,0,0
14.707336,0.0556519496866161,1605.9965,50.9632110717799,0,0
19.7161568627451,0.0591905406296101,1967.15676470588,29.1720486742088,0,0
