V,VERR,I,IERR,CONC,CONCERR
-80.1054153846154,0.0624790223020298,-6616.48365384615,70.6965733862127,20,0
-75.094905,0.0644970191471559,-6282.5015,96.0111828109314,20,0
-70.1221425742574,0.059668102397231,-5817.19118811881,93.2060261649367,20,0
-65.12024,0.0574111887941327,-5388.0101,92.4762107409261,20,0
-60.1479878787879,0.0666759194828286,-4923.10151515152,65.3471278937369,20,0
-55.1464663366337,0.0590334210714895,-4582.09079207921,65.0399937690184,20,0
-50.1462373737374,0.058308037081795,-4240.95636363636,50.2572255311558,20,0
-45.147716,0.0667242395441466,-3977.3496,60.4446231177608,20,0
-40.1680900990099,0.0554856854423705,-3720.32564356436,65.6631232223555,20,0
-35.161803030303,0.0649772041591859,-3327.19232323232,59.2380668429203,20,0
-30.1676712871287,0.0586664650936451,-2975.66653465346,67.6491646957901,20,0
-25.2019818181818,0.0624646653511707,-2540.00555555556,74.9650606053169,20,0
-20.195314,0.0633048545091984,-2064.0957,76.0318940347562,20,0
-15.19471,0.0581522991819945,-1530.569,84.2590398414358,20,0
-10.193191,0.0489137017492533,-983.19696,76.9711321050871,20,0
-5.22590444444444,0.0621186951189731,-420.153067676768,79.8274666459705,20,0
-0.256831108910891,0.0474854455779945,148.656772277228,87.7050741569091,20,0
4.7439572,0.0590779204962305,694.7876,70.2062813320842,20,0
9.71815343434344,0.0628915970387285,1186.6097979798,56.8087187428969,20,0
14.7176316831683,0.0625069753412142,1571.64643564356,52.4137927313221,20,0
19.7125666666667,0.0610156173053313,1944.72411764706,32.6843016630948,20,0
