V,VERR,I,IERR,CONC,CONCERR
-80.0976329896907,0.0720300778165971,-5799.94144329897,143.916035951948,50,0
-75.097344,0.0684194392476542,-5769.1407,118.394630657424,50,0
-70.1177205882353,0.0693011548434025,-5686.21166666667,121.414834389946,50,0
-65.1179785714286,0.0723218941677534,-5407.20397959184,103.009301073536,50,0
-60.144649,0.0652265551564498,-5114.2911,124.251307879533,50,0
-55.1468112244898,0.0653084969628426,-4740.06826530612,86.1200515538279,50,0
-50.150945751634,0.0660540727093417,-4397.06849673202,69.5537050111228,50,0
-45.1421933333333,0.0657932899482388,-4140.10438095238,61.773856605031,50,0
-40.1770954545455,0.065871427633315,-3923.5625,71.0186450910021,50,0
-35.167238,0.0726704847623237,-3770.7882,80.9541944606698,50,0
-30.1546722772277,0.0668028518445729,-3569.77683168317,53.4932159468704,50,0
-25.1964323232323,0.0721232444501464,-3280.99777777778,53.5560419882941,50,0
-20.195314,0.0698774269990616,-2906.29,66.0076978692832,50,0
-15.1854202020202,0.0670507933211582,-2489.25121212121,69.9391903586958,50,0
-10.1961568627451,0.0721277645126236,-1989.5962745098,77.7357969868533,50,0
-5.22744535353535,0.0736434198244744,-1472.41473737374,71.880028502815,50,0
-0.269109525252525,0.0699903527906854,-930.767646464647,86.4515368991606,50,0
4.7467037,0.0713639012200356,-368.96667,77.9970531426717,50,0
9.71335277227723,0.0664372980074217,206.335128712871,80.4778294974893,50,0
14.706418,0.0663721136922752,781.95191,71.7314870667145,50,0
19.7077745098039,0.0723504050769004,1323.97205882353,5.14327970759341,50,0
