V,VERR,I,IERR,CONC,CONCERR
-80.0799787878788,0.0739670923961574,-10000,0,50,0
-75.0909596774193,0.0657899859495351,-7175.22451612903,2161.92814745622,50,0
-70.1232222222222,0.0712653606295549,-5412.35424242424,109.158639196723,50,0
-65.115967,0.0662981101713468,-5228.6712,99.4111868079499,50,0
-60.144342,0.0612982922917683,-4892.4589,108.21140545159,50,0
-55.14586,0.0683791459219571,-4520.4714,92.4290623560689,50,0
-50.1453090909091,0.0647351076333028,-4142.48080808081,73.490137367221,50,0
-45.141002,0.0680253422792278,-3803.235,75.7010704216661,50,0
-40.152591,0.0677037001806326,-3618.3498,66.9401281591183,50,0
-35.1593323232324,0.0667090302027518,-3526.20464646465,57.9779269965543,50,0
-30.1600303921569,0.0735778323255168,-3353.03539215686,69.3786980172819,50,0
-25.19624,0.0684625561936478,-3181.5794,59.4225884461216,50,0
-20.1964737373737,0.0676154883115485,-2820.27434343434,60.5238379143004,50,0
-15.191403960396,0.0732980527635895,-2405.39534653465,72.5627797502223,50,0
-10.1987282828283,0.0651593323619258,-1953.65545454545,61.9983621854842,50,0
-5.2249149,0.0654956009286313,-1470.28836,70.9583039416173,50,0
-0.24963376,0.0628959046597033,-974.359120000001,74.9023053290374,50,0
4.7518912,0.0657789025035581,-457.8002859,72.1975876735526,50,0
9.7155761,0.0707223745341126,76.898192,72.9274041392557,50,0
14.718623,0.0676232487466307,619.82431,68.187098209807,50,0
19.7236323529412,0.0650642610873948,1132.92598039216,7.29415240669234,50,0
