V,VERR,I,IERR,CONC,CONCERR
-80.0968822916666,0.0665685861914305,-6137.76177083333,123.476740699454,40,0
-75.0920444444444,0.0674395325734548,-6182.59929292929,128.358135645398,40,0
-70.1186176470588,0.063468215617398,-5990.11009803922,107.44427445291,40,0
-65.1183464646465,0.0626934022975455,-5698.48585858586,103.130739159499,40,0
-60.1413821782178,0.0682211900611571,-5240.48128712871,91.6428909665319,40,0
-55.147083,0.0634098778560887,-4872.1715,99.4446126682071,40,0
-50.1539363636364,0.0689015201990395,-4404.14292929293,82.3748069662199,40,0
-45.1494118811881,0.0630514111710664,-4125.32099009901,71.4101281818376,40,0
-40.171004040404,0.0666162641581943,-3900.60242424243,86.470051533987,40,0
-35.1650118811881,0.066718547735212,-3735.80504950495,69.6483039905891,40,0
-30.1722039603961,0.0705634324803684,-3545.98277227723,67.1170509996603,40,0
-25.1999762886598,0.064411761392047,-3224.58525773196,66.307668790251,40,0
-20.2095235294118,0.068096537840845,-2813.73882352941,68.7024787105002,40,0
-15.199,0.0691994101678569,-2365.22744897959,71.9325686690908,40,0
-10.2114156862745,0.0735393582022714,-1840.15882352941,86.8496925310198,40,0
-5.2294925,0.0679008239623437,-1261.19386,80.3834648405977,40,0
-0.273733383838384,0.0636686444168006,-655.082938383839,82.9541798857705,40,0
4.74049712871287,0.0769739020237336,-16.8360267326733,98.4291187218165,40,0
9.71753717171717,0.0655097059978881,621.165353535354,91.6639075636879,40,0
14.7173178217822,0.0718138123392553,1247.57673267327,78.6671024642109,40,0
19.7125465346535,0.0641089845008667,1833.41168316832,10.5732694034291,40,0
